sample,label
./task1/train_data/images/unlabeled/7125.jpeg,61
./task1/train_data/images/unlabeled/7126.jpeg,80
./task1/train_data/images/unlabeled/7127.jpeg,46
./task1/train_data/images/unlabeled/7128.jpeg,94
./task1/train_data/images/unlabeled/7129.jpeg,67
./task1/train_data/images/unlabeled/7130.jpeg,60
./task1/train_data/images/unlabeled/7131.jpeg,39
./task1/train_data/images/unlabeled/7134.jpeg,55
./task1/train_data/images/unlabeled/7135.jpeg,77
./task1/train_data/images/unlabeled/7137.jpeg,3
./task1/train_data/images/unlabeled/7138.jpeg,89
./task1/train_data/images/unlabeled/7139.jpeg,97
./task1/train_data/images/unlabeled/7140.jpeg,70
./task1/train_data/images/unlabeled/7141.jpeg,86
./task1/train_data/images/unlabeled/7142.jpeg,81
./task1/train_data/images/unlabeled/7144.jpeg,58
./task1/train_data/images/unlabeled/7148.jpeg,46
./task1/train_data/images/unlabeled/7149.jpeg,54
./task1/train_data/images/unlabeled/7151.jpeg,72
./task1/train_data/images/unlabeled/7152.jpeg,83
./task1/train_data/images/unlabeled/7154.jpeg,30
./task1/train_data/images/unlabeled/7155.jpeg,29
./task1/train_data/images/unlabeled/7157.jpeg,7
./task1/train_data/images/unlabeled/7159.jpeg,77
./task1/train_data/images/unlabeled/7162.jpeg,21
./task1/train_data/images/unlabeled/7165.jpeg,70
./task1/train_data/images/unlabeled/7166.jpeg,4
./task1/train_data/images/unlabeled/7167.jpeg,14
./task1/train_data/images/unlabeled/7168.jpeg,21
./task1/train_data/images/unlabeled/7170.jpeg,24
./task1/train_data/images/unlabeled/7171.jpeg,26
./task1/train_data/images/unlabeled/7172.jpeg,78
./task1/train_data/images/unlabeled/7173.jpeg,23
./task1/train_data/images/unlabeled/7174.jpeg,42
./task1/train_data/images/unlabeled/7177.jpeg,91
./task1/train_data/images/unlabeled/7178.jpeg,53
./task1/train_data/images/unlabeled/7179.jpeg,37
./task1/train_data/images/unlabeled/7180.jpeg,45
./task1/train_data/images/unlabeled/7181.jpeg,28
./task1/train_data/images/unlabeled/7182.jpeg,70
./task1/train_data/images/unlabeled/7184.jpeg,99
./task1/train_data/images/unlabeled/7185.jpeg,38
./task1/train_data/images/unlabeled/7186.jpeg,11
./task1/train_data/images/unlabeled/7188.jpeg,63
./task1/train_data/images/unlabeled/7190.jpeg,46
./task1/train_data/images/unlabeled/7191.jpeg,43
./task1/train_data/images/unlabeled/7192.jpeg,60
./task1/train_data/images/unlabeled/7194.jpeg,73
./task1/train_data/images/unlabeled/7195.jpeg,10
./task1/train_data/images/unlabeled/7198.jpeg,90
./task1/train_data/images/unlabeled/7200.jpeg,21
./task1/train_data/images/unlabeled/7202.jpeg,10
./task1/train_data/images/unlabeled/7203.jpeg,2
./task1/train_data/images/unlabeled/7205.jpeg,9
./task1/train_data/images/unlabeled/7207.jpeg,42
./task1/train_data/images/unlabeled/7208.jpeg,86
./task1/train_data/images/unlabeled/7209.jpeg,15
./task1/train_data/images/unlabeled/7210.jpeg,38
./task1/train_data/images/unlabeled/7212.jpeg,52
./task1/train_data/images/unlabeled/7214.jpeg,27
./task1/train_data/images/unlabeled/7215.jpeg,40
./task1/train_data/images/unlabeled/7216.jpeg,34
./task1/train_data/images/unlabeled/7217.jpeg,79
./task1/train_data/images/unlabeled/7218.jpeg,35
./task1/train_data/images/unlabeled/7220.jpeg,52
./task1/train_data/images/unlabeled/7221.jpeg,51
./task1/train_data/images/unlabeled/7222.jpeg,52
./task1/train_data/images/unlabeled/7224.jpeg,65
./task1/train_data/images/unlabeled/7225.jpeg,12
./task1/train_data/images/unlabeled/7227.jpeg,11
./task1/train_data/images/unlabeled/7228.jpeg,93
./task1/train_data/images/unlabeled/7229.jpeg,21
./task1/train_data/images/unlabeled/7231.jpeg,14
./task1/train_data/images/unlabeled/7232.jpeg,19
./task1/train_data/images/unlabeled/7233.jpeg,37
./task1/train_data/images/unlabeled/7234.jpeg,11
./task1/train_data/images/unlabeled/7238.jpeg,19
./task1/train_data/images/unlabeled/7239.jpeg,1
./task1/train_data/images/unlabeled/7240.jpeg,21
./task1/train_data/images/unlabeled/7242.jpeg,92
./task1/train_data/images/unlabeled/7243.jpeg,26
./task1/train_data/images/unlabeled/7244.jpeg,58
./task1/train_data/images/unlabeled/7245.jpeg,98
./task1/train_data/images/unlabeled/7246.jpeg,68
./task1/train_data/images/unlabeled/7247.jpeg,56
./task1/train_data/images/unlabeled/7249.jpeg,74
./task1/train_data/images/unlabeled/7250.jpeg,50
./task1/train_data/images/unlabeled/7251.jpeg,1
./task1/train_data/images/unlabeled/7252.jpeg,72
./task1/train_data/images/unlabeled/7253.jpeg,46
./task1/train_data/images/unlabeled/7254.jpeg,77
./task1/train_data/images/unlabeled/7255.jpeg,29
./task1/train_data/images/unlabeled/7257.jpeg,80
./task1/train_data/images/unlabeled/7258.jpeg,42
./task1/train_data/images/unlabeled/7259.jpeg,71
./task1/train_data/images/unlabeled/7262.jpeg,44
./task1/train_data/images/unlabeled/7263.jpeg,76
./task1/train_data/images/unlabeled/7264.jpeg,88
./task1/train_data/images/unlabeled/7267.jpeg,23
./task1/train_data/images/unlabeled/7268.jpeg,79
./task1/train_data/images/unlabeled/7269.jpeg,39
./task1/train_data/images/unlabeled/7270.jpeg,88
./task1/train_data/images/unlabeled/7271.jpeg,92
./task1/train_data/images/unlabeled/7272.jpeg,39
./task1/train_data/images/unlabeled/7274.jpeg,63
./task1/train_data/images/unlabeled/7277.jpeg,47
./task1/train_data/images/unlabeled/7279.jpeg,40
./task1/train_data/images/unlabeled/7280.jpeg,84
./task1/train_data/images/unlabeled/7281.jpeg,68
./task1/train_data/images/unlabeled/7286.jpeg,0
./task1/train_data/images/unlabeled/7288.jpeg,60
./task1/train_data/images/unlabeled/7289.jpeg,48
./task1/train_data/images/unlabeled/7293.jpeg,17
./task1/train_data/images/unlabeled/7295.jpeg,31
./task1/train_data/images/unlabeled/7297.jpeg,1
./task1/train_data/images/unlabeled/7299.jpeg,48
./task1/train_data/images/unlabeled/7300.jpeg,48
./task1/train_data/images/unlabeled/7301.jpeg,58
./task1/train_data/images/unlabeled/7302.jpeg,78
./task1/train_data/images/unlabeled/7304.jpeg,13
./task1/train_data/images/unlabeled/7305.jpeg,15
./task1/train_data/images/unlabeled/7306.jpeg,96
./task1/train_data/images/unlabeled/7307.jpeg,57
./task1/train_data/images/unlabeled/7308.jpeg,46
./task1/train_data/images/unlabeled/7311.jpeg,33
./task1/train_data/images/unlabeled/7312.jpeg,84
./task1/train_data/images/unlabeled/7313.jpeg,57
./task1/train_data/images/unlabeled/7314.jpeg,37
./task1/train_data/images/unlabeled/7315.jpeg,29
./task1/train_data/images/unlabeled/7317.jpeg,84
./task1/train_data/images/unlabeled/7318.jpeg,90
./task1/train_data/images/unlabeled/7320.jpeg,58
./task1/train_data/images/unlabeled/7321.jpeg,82
./task1/train_data/images/unlabeled/7322.jpeg,69
./task1/train_data/images/unlabeled/7324.jpeg,63
./task1/train_data/images/unlabeled/7326.jpeg,35
./task1/train_data/images/unlabeled/7327.jpeg,4
./task1/train_data/images/unlabeled/7334.jpeg,52
./task1/train_data/images/unlabeled/7336.jpeg,37
./task1/train_data/images/unlabeled/7339.jpeg,66
./task1/train_data/images/unlabeled/7340.jpeg,85
./task1/train_data/images/unlabeled/7343.jpeg,74
./task1/train_data/images/unlabeled/7345.jpeg,76
./task1/train_data/images/unlabeled/7346.jpeg,61
./task1/train_data/images/unlabeled/7348.jpeg,53
./task1/train_data/images/unlabeled/7350.jpeg,56
./task1/train_data/images/unlabeled/7351.jpeg,16
./task1/train_data/images/unlabeled/7354.jpeg,69
./task1/train_data/images/unlabeled/7355.jpeg,41
./task1/train_data/images/unlabeled/7357.jpeg,92
./task1/train_data/images/unlabeled/7358.jpeg,55
./task1/train_data/images/unlabeled/7360.jpeg,74
./task1/train_data/images/unlabeled/7361.jpeg,89
./task1/train_data/images/unlabeled/7362.jpeg,53
./task1/train_data/images/unlabeled/7364.jpeg,72
./task1/train_data/images/unlabeled/7365.jpeg,2
./task1/train_data/images/unlabeled/7366.jpeg,22
./task1/train_data/images/unlabeled/7367.jpeg,62
./task1/train_data/images/unlabeled/7368.jpeg,92
./task1/train_data/images/unlabeled/7369.jpeg,9
./task1/train_data/images/unlabeled/7370.jpeg,92
./task1/train_data/images/unlabeled/7371.jpeg,16
./task1/train_data/images/unlabeled/7374.jpeg,29
./task1/train_data/images/unlabeled/7375.jpeg,79
./task1/train_data/images/unlabeled/7378.jpeg,7
./task1/train_data/images/unlabeled/7380.jpeg,50
./task1/train_data/images/unlabeled/7383.jpeg,63
./task1/train_data/images/unlabeled/7385.jpeg,6
./task1/train_data/images/unlabeled/7386.jpeg,25
./task1/train_data/images/unlabeled/7387.jpeg,61
./task1/train_data/images/unlabeled/7388.jpeg,45
./task1/train_data/images/unlabeled/7389.jpeg,28
./task1/train_data/images/unlabeled/7390.jpeg,49
./task1/train_data/images/unlabeled/7392.jpeg,40
./task1/train_data/images/unlabeled/7393.jpeg,91
./task1/train_data/images/unlabeled/7394.jpeg,9
./task1/train_data/images/unlabeled/7395.jpeg,84
./task1/train_data/images/unlabeled/7398.jpeg,49
./task1/train_data/images/unlabeled/7399.jpeg,51
./task1/train_data/images/unlabeled/7400.jpeg,23
./task1/train_data/images/unlabeled/7402.jpeg,12
./task1/train_data/images/unlabeled/7403.jpeg,12
./task1/train_data/images/unlabeled/7405.jpeg,81
./task1/train_data/images/unlabeled/7406.jpeg,82
./task1/train_data/images/unlabeled/7407.jpeg,73
./task1/train_data/images/unlabeled/7408.jpeg,35
./task1/train_data/images/unlabeled/7409.jpeg,26
./task1/train_data/images/unlabeled/7410.jpeg,48
./task1/train_data/images/unlabeled/7411.jpeg,96
./task1/train_data/images/unlabeled/7412.jpeg,62
./task1/train_data/images/unlabeled/7415.jpeg,55
./task1/train_data/images/unlabeled/7417.jpeg,41
./task1/train_data/images/unlabeled/7418.jpeg,77
./task1/train_data/images/unlabeled/7419.jpeg,36
./task1/train_data/images/unlabeled/7421.jpeg,78
./task1/train_data/images/unlabeled/7423.jpeg,83
./task1/train_data/images/unlabeled/7425.jpeg,22
./task1/train_data/images/unlabeled/7426.jpeg,73
./task1/train_data/images/unlabeled/7427.jpeg,92
./task1/train_data/images/unlabeled/7428.jpeg,55
./task1/train_data/images/unlabeled/7429.jpeg,83
./task1/train_data/images/unlabeled/7430.jpeg,44
./task1/train_data/images/unlabeled/7431.jpeg,49
./task1/train_data/images/unlabeled/7432.jpeg,81
./task1/train_data/images/unlabeled/7433.jpeg,59
./task1/train_data/images/unlabeled/7435.jpeg,7
./task1/train_data/images/unlabeled/7436.jpeg,49
./task1/train_data/images/unlabeled/7439.jpeg,24
./task1/train_data/images/unlabeled/7440.jpeg,67
./task1/train_data/images/unlabeled/7441.jpeg,74
./task1/train_data/images/unlabeled/7442.jpeg,14
./task1/train_data/images/unlabeled/7443.jpeg,25
./task1/train_data/images/unlabeled/7445.jpeg,23
./task1/train_data/images/unlabeled/7446.jpeg,90
./task1/train_data/images/unlabeled/7447.jpeg,46
./task1/train_data/images/unlabeled/7448.jpeg,90
./task1/train_data/images/unlabeled/7449.jpeg,7
./task1/train_data/images/unlabeled/7451.jpeg,15
./task1/train_data/images/unlabeled/7452.jpeg,27
./task1/train_data/images/unlabeled/7453.jpeg,83
./task1/train_data/images/unlabeled/7454.jpeg,6
./task1/train_data/images/unlabeled/7455.jpeg,52
./task1/train_data/images/unlabeled/7456.jpeg,10
./task1/train_data/images/unlabeled/7457.jpeg,2
./task1/train_data/images/unlabeled/7458.jpeg,86
./task1/train_data/images/unlabeled/7459.jpeg,43
./task1/train_data/images/unlabeled/7462.jpeg,69
./task1/train_data/images/unlabeled/7464.jpeg,73
./task1/train_data/images/unlabeled/7466.jpeg,14
./task1/train_data/images/unlabeled/7467.jpeg,45
./task1/train_data/images/unlabeled/7469.jpeg,44
./task1/train_data/images/unlabeled/7470.jpeg,4
./task1/train_data/images/unlabeled/7471.jpeg,7
./task1/train_data/images/unlabeled/7473.jpeg,75
./task1/train_data/images/unlabeled/7474.jpeg,0
./task1/train_data/images/unlabeled/7476.jpeg,94
./task1/train_data/images/unlabeled/7477.jpeg,90
./task1/train_data/images/unlabeled/7479.jpeg,40
./task1/train_data/images/unlabeled/7480.jpeg,74
./task1/train_data/images/unlabeled/7481.jpeg,65
./task1/train_data/images/unlabeled/7482.jpeg,40
./task1/train_data/images/unlabeled/7483.jpeg,65
./task1/train_data/images/unlabeled/7484.jpeg,74
./task1/train_data/images/unlabeled/7485.jpeg,33
./task1/train_data/images/unlabeled/7488.jpeg,67
./task1/train_data/images/unlabeled/7489.jpeg,43
./task1/train_data/images/unlabeled/7490.jpeg,24
./task1/train_data/images/unlabeled/7491.jpeg,87
./task1/train_data/images/unlabeled/7492.jpeg,47
./task1/train_data/images/unlabeled/7493.jpeg,83
./task1/train_data/images/unlabeled/7495.jpeg,84
./task1/train_data/images/unlabeled/7496.jpeg,5
./task1/train_data/images/unlabeled/7500.jpeg,16
./task1/train_data/images/unlabeled/7502.jpeg,92
./task1/train_data/images/unlabeled/7503.jpeg,2
./task1/train_data/images/unlabeled/7509.jpeg,28
./task1/train_data/images/unlabeled/7510.jpeg,11
./task1/train_data/images/unlabeled/7511.jpeg,18
./task1/train_data/images/unlabeled/7512.jpeg,77
./task1/train_data/images/unlabeled/7515.jpeg,1
./task1/train_data/images/unlabeled/7517.jpeg,85
./task1/train_data/images/unlabeled/7519.jpeg,60
./task1/train_data/images/unlabeled/7520.jpeg,34
./task1/train_data/images/unlabeled/7521.jpeg,62
./task1/train_data/images/unlabeled/7522.jpeg,31
./task1/train_data/images/unlabeled/7523.jpeg,12
./task1/train_data/images/unlabeled/7524.jpeg,77
./task1/train_data/images/unlabeled/7525.jpeg,27
./task1/train_data/images/unlabeled/7526.jpeg,98
./task1/train_data/images/unlabeled/7528.jpeg,61
./task1/train_data/images/unlabeled/7530.jpeg,18
./task1/train_data/images/unlabeled/7532.jpeg,75
./task1/train_data/images/unlabeled/7534.jpeg,21
./task1/train_data/images/unlabeled/7535.jpeg,12
./task1/train_data/images/unlabeled/7537.jpeg,91
./task1/train_data/images/unlabeled/7542.jpeg,44
./task1/train_data/images/unlabeled/7543.jpeg,56
./task1/train_data/images/unlabeled/7547.jpeg,1
./task1/train_data/images/unlabeled/7548.jpeg,91
./task1/train_data/images/unlabeled/7549.jpeg,18
./task1/train_data/images/unlabeled/7550.jpeg,39
./task1/train_data/images/unlabeled/7551.jpeg,79
./task1/train_data/images/unlabeled/7552.jpeg,58
./task1/train_data/images/unlabeled/7555.jpeg,52
./task1/train_data/images/unlabeled/7556.jpeg,37
./task1/train_data/images/unlabeled/7560.jpeg,54
./task1/train_data/images/unlabeled/7561.jpeg,45
./task1/train_data/images/unlabeled/7564.jpeg,18
./task1/train_data/images/unlabeled/7568.jpeg,25
./task1/train_data/images/unlabeled/7569.jpeg,77
./task1/train_data/images/unlabeled/7570.jpeg,18
./task1/train_data/images/unlabeled/7571.jpeg,96
./task1/train_data/images/unlabeled/7572.jpeg,35
./task1/train_data/images/unlabeled/7574.jpeg,18
./task1/train_data/images/unlabeled/7575.jpeg,99
./task1/train_data/images/unlabeled/7577.jpeg,97
./task1/train_data/images/unlabeled/7578.jpeg,90
./task1/train_data/images/unlabeled/7583.jpeg,34
./task1/train_data/images/unlabeled/7584.jpeg,22
./task1/train_data/images/unlabeled/7586.jpeg,82
./task1/train_data/images/unlabeled/7588.jpeg,50
./task1/train_data/images/unlabeled/7589.jpeg,13
./task1/train_data/images/unlabeled/7590.jpeg,20
./task1/train_data/images/unlabeled/7593.jpeg,59
./task1/train_data/images/unlabeled/7596.jpeg,66
./task1/train_data/images/unlabeled/7597.jpeg,11
./task1/train_data/images/unlabeled/7599.jpeg,6
./task1/train_data/images/unlabeled/7600.jpeg,45
./task1/train_data/images/unlabeled/7602.jpeg,1
./task1/train_data/images/unlabeled/7603.jpeg,68
./task1/train_data/images/unlabeled/7604.jpeg,30
./task1/train_data/images/unlabeled/7605.jpeg,84
./task1/train_data/images/unlabeled/7606.jpeg,89
./task1/train_data/images/unlabeled/7608.jpeg,94
./task1/train_data/images/unlabeled/7609.jpeg,49
./task1/train_data/images/unlabeled/7611.jpeg,8
./task1/train_data/images/unlabeled/7612.jpeg,92
./task1/train_data/images/unlabeled/7613.jpeg,24
./task1/train_data/images/unlabeled/7614.jpeg,4
./task1/train_data/images/unlabeled/7615.jpeg,42
./task1/train_data/images/unlabeled/7616.jpeg,26
./task1/train_data/images/unlabeled/7618.jpeg,3
./task1/train_data/images/unlabeled/7619.jpeg,11
./task1/train_data/images/unlabeled/7621.jpeg,52
./task1/train_data/images/unlabeled/7622.jpeg,14
./task1/train_data/images/unlabeled/7623.jpeg,92
./task1/train_data/images/unlabeled/7626.jpeg,35
./task1/train_data/images/unlabeled/7628.jpeg,6
./task1/train_data/images/unlabeled/7629.jpeg,72
./task1/train_data/images/unlabeled/7630.jpeg,32
./task1/train_data/images/unlabeled/7631.jpeg,76
./task1/train_data/images/unlabeled/7632.jpeg,55
./task1/train_data/images/unlabeled/7633.jpeg,66
./task1/train_data/images/unlabeled/7634.jpeg,4
./task1/train_data/images/unlabeled/7635.jpeg,91
./task1/train_data/images/unlabeled/7636.jpeg,72
./task1/train_data/images/unlabeled/7637.jpeg,32
./task1/train_data/images/unlabeled/7638.jpeg,77
./task1/train_data/images/unlabeled/7639.jpeg,45
./task1/train_data/images/unlabeled/7640.jpeg,44
./task1/train_data/images/unlabeled/7641.jpeg,24
./task1/train_data/images/unlabeled/7642.jpeg,46
./task1/train_data/images/unlabeled/7643.jpeg,23
./task1/train_data/images/unlabeled/7644.jpeg,36
./task1/train_data/images/unlabeled/7646.jpeg,93
./task1/train_data/images/unlabeled/7648.jpeg,28
./task1/train_data/images/unlabeled/7651.jpeg,24
./task1/train_data/images/unlabeled/7652.jpeg,25
./task1/train_data/images/unlabeled/7653.jpeg,89
./task1/train_data/images/unlabeled/7654.jpeg,99
./task1/train_data/images/unlabeled/7655.jpeg,32
./task1/train_data/images/unlabeled/7656.jpeg,25
./task1/train_data/images/unlabeled/7657.jpeg,40
./task1/train_data/images/unlabeled/7659.jpeg,36
./task1/train_data/images/unlabeled/7660.jpeg,46
./task1/train_data/images/unlabeled/7663.jpeg,81
./task1/train_data/images/unlabeled/7665.jpeg,27
./task1/train_data/images/unlabeled/7666.jpeg,38
./task1/train_data/images/unlabeled/7668.jpeg,58
./task1/train_data/images/unlabeled/7669.jpeg,29
./task1/train_data/images/unlabeled/7671.jpeg,6
./task1/train_data/images/unlabeled/7673.jpeg,28
./task1/train_data/images/unlabeled/7674.jpeg,99
./task1/train_data/images/unlabeled/7675.jpeg,41
./task1/train_data/images/unlabeled/7677.jpeg,94
./task1/train_data/images/unlabeled/7678.jpeg,19
./task1/train_data/images/unlabeled/7679.jpeg,59
./task1/train_data/images/unlabeled/7680.jpeg,54
./task1/train_data/images/unlabeled/7683.jpeg,38
./task1/train_data/images/unlabeled/7684.jpeg,87
./task1/train_data/images/unlabeled/7685.jpeg,28
./task1/train_data/images/unlabeled/7688.jpeg,2
./task1/train_data/images/unlabeled/7691.jpeg,97
./task1/train_data/images/unlabeled/7693.jpeg,89
./task1/train_data/images/unlabeled/7694.jpeg,65
./task1/train_data/images/unlabeled/7697.jpeg,13
./task1/train_data/images/unlabeled/7698.jpeg,8
./task1/train_data/images/unlabeled/7699.jpeg,68
./task1/train_data/images/unlabeled/7700.jpeg,64
./task1/train_data/images/unlabeled/7702.jpeg,35
./task1/train_data/images/unlabeled/7703.jpeg,1
./task1/train_data/images/unlabeled/7705.jpeg,99
./task1/train_data/images/unlabeled/7706.jpeg,45
./task1/train_data/images/unlabeled/7707.jpeg,76
./task1/train_data/images/unlabeled/7708.jpeg,41
./task1/train_data/images/unlabeled/7711.jpeg,18
./task1/train_data/images/unlabeled/7712.jpeg,18
./task1/train_data/images/unlabeled/7713.jpeg,88
./task1/train_data/images/unlabeled/7714.jpeg,73
./task1/train_data/images/unlabeled/7715.jpeg,27
./task1/train_data/images/unlabeled/7719.jpeg,18
./task1/train_data/images/unlabeled/7721.jpeg,74
./task1/train_data/images/unlabeled/7722.jpeg,81
./task1/train_data/images/unlabeled/7723.jpeg,4
./task1/train_data/images/unlabeled/7724.jpeg,92
./task1/train_data/images/unlabeled/7725.jpeg,59
./task1/train_data/images/unlabeled/7727.jpeg,50
./task1/train_data/images/unlabeled/7728.jpeg,36
./task1/train_data/images/unlabeled/7729.jpeg,97
./task1/train_data/images/unlabeled/7730.jpeg,53
./task1/train_data/images/unlabeled/7731.jpeg,66
./task1/train_data/images/unlabeled/7732.jpeg,20
./task1/train_data/images/unlabeled/7733.jpeg,43
./task1/train_data/images/unlabeled/7735.jpeg,92
./task1/train_data/images/unlabeled/7736.jpeg,24
./task1/train_data/images/unlabeled/7737.jpeg,56
./task1/train_data/images/unlabeled/7738.jpeg,37
./task1/train_data/images/unlabeled/7739.jpeg,67
./task1/train_data/images/unlabeled/7740.jpeg,93
./task1/train_data/images/unlabeled/7743.jpeg,96
./task1/train_data/images/unlabeled/7744.jpeg,79
./task1/train_data/images/unlabeled/7745.jpeg,63
./task1/train_data/images/unlabeled/7746.jpeg,0
./task1/train_data/images/unlabeled/7747.jpeg,1
./task1/train_data/images/unlabeled/7748.jpeg,24
./task1/train_data/images/unlabeled/7752.jpeg,13
./task1/train_data/images/unlabeled/7753.jpeg,40
./task1/train_data/images/unlabeled/7754.jpeg,9
./task1/train_data/images/unlabeled/7755.jpeg,42
./task1/train_data/images/unlabeled/7756.jpeg,70
./task1/train_data/images/unlabeled/7757.jpeg,55
./task1/train_data/images/unlabeled/7758.jpeg,96
./task1/train_data/images/unlabeled/7759.jpeg,33
./task1/train_data/images/unlabeled/7760.jpeg,42
./task1/train_data/images/unlabeled/7761.jpeg,84
./task1/train_data/images/unlabeled/7762.jpeg,47
./task1/train_data/images/unlabeled/7764.jpeg,31
./task1/train_data/images/unlabeled/7766.jpeg,62
./task1/train_data/images/unlabeled/7767.jpeg,92
./task1/train_data/images/unlabeled/7768.jpeg,14
./task1/train_data/images/unlabeled/7771.jpeg,39
./task1/train_data/images/unlabeled/7775.jpeg,19
./task1/train_data/images/unlabeled/7777.jpeg,38
./task1/train_data/images/unlabeled/7778.jpeg,68
./task1/train_data/images/unlabeled/7781.jpeg,47
./task1/train_data/images/unlabeled/7782.jpeg,59
./task1/train_data/images/unlabeled/7783.jpeg,46
./task1/train_data/images/unlabeled/7784.jpeg,63
./task1/train_data/images/unlabeled/7786.jpeg,25
./task1/train_data/images/unlabeled/7787.jpeg,17
./task1/train_data/images/unlabeled/7789.jpeg,95
./task1/train_data/images/unlabeled/7790.jpeg,33
./task1/train_data/images/unlabeled/7794.jpeg,55
./task1/train_data/images/unlabeled/7795.jpeg,60
./task1/train_data/images/unlabeled/7796.jpeg,60
./task1/train_data/images/unlabeled/7797.jpeg,15
./task1/train_data/images/unlabeled/7798.jpeg,55
./task1/train_data/images/unlabeled/7799.jpeg,10
./task1/train_data/images/unlabeled/7800.jpeg,67
./task1/train_data/images/unlabeled/7801.jpeg,65
./task1/train_data/images/unlabeled/7805.jpeg,17
./task1/train_data/images/unlabeled/7806.jpeg,2
./task1/train_data/images/unlabeled/7808.jpeg,50
./task1/train_data/images/unlabeled/7811.jpeg,94
./task1/train_data/images/unlabeled/7813.jpeg,34
./task1/train_data/images/unlabeled/7815.jpeg,2
./task1/train_data/images/unlabeled/7818.jpeg,74
./task1/train_data/images/unlabeled/7819.jpeg,6
./task1/train_data/images/unlabeled/7821.jpeg,43
./task1/train_data/images/unlabeled/7824.jpeg,27
./task1/train_data/images/unlabeled/7827.jpeg,1
./task1/train_data/images/unlabeled/7828.jpeg,45
./task1/train_data/images/unlabeled/7830.jpeg,30
./task1/train_data/images/unlabeled/7831.jpeg,50
./task1/train_data/images/unlabeled/7832.jpeg,90
./task1/train_data/images/unlabeled/7833.jpeg,99
./task1/train_data/images/unlabeled/7834.jpeg,5
./task1/train_data/images/unlabeled/7835.jpeg,99
./task1/train_data/images/unlabeled/7836.jpeg,64
./task1/train_data/images/unlabeled/7837.jpeg,30
./task1/train_data/images/unlabeled/7838.jpeg,22
./task1/train_data/images/unlabeled/7839.jpeg,90
./task1/train_data/images/unlabeled/7841.jpeg,27
./task1/train_data/images/unlabeled/7842.jpeg,31
./task1/train_data/images/unlabeled/7843.jpeg,42
./task1/train_data/images/unlabeled/7844.jpeg,60
./task1/train_data/images/unlabeled/7850.jpeg,94
./task1/train_data/images/unlabeled/7852.jpeg,60
./task1/train_data/images/unlabeled/7854.jpeg,61
./task1/train_data/images/unlabeled/7855.jpeg,59
./task1/train_data/images/unlabeled/7856.jpeg,95
./task1/train_data/images/unlabeled/7859.jpeg,83
./task1/train_data/images/unlabeled/7860.jpeg,61
./task1/train_data/images/unlabeled/7862.jpeg,37
./task1/train_data/images/unlabeled/7863.jpeg,49
./task1/train_data/images/unlabeled/7864.jpeg,55
./task1/train_data/images/unlabeled/7865.jpeg,78
./task1/train_data/images/unlabeled/7866.jpeg,45
./task1/train_data/images/unlabeled/7869.jpeg,42
./task1/train_data/images/unlabeled/7870.jpeg,84
./task1/train_data/images/unlabeled/7871.jpeg,1
./task1/train_data/images/unlabeled/7873.jpeg,26
./task1/train_data/images/unlabeled/7874.jpeg,61
./task1/train_data/images/unlabeled/7875.jpeg,4
./task1/train_data/images/unlabeled/7876.jpeg,86
./task1/train_data/images/unlabeled/7877.jpeg,73
./task1/train_data/images/unlabeled/7878.jpeg,93
./task1/train_data/images/unlabeled/7879.jpeg,55
./task1/train_data/images/unlabeled/7880.jpeg,1
./task1/train_data/images/unlabeled/7884.jpeg,47
./task1/train_data/images/unlabeled/7885.jpeg,88
./task1/train_data/images/unlabeled/7887.jpeg,62
./task1/train_data/images/unlabeled/7889.jpeg,6
./task1/train_data/images/unlabeled/7891.jpeg,56
./task1/train_data/images/unlabeled/7892.jpeg,98
./task1/train_data/images/unlabeled/7893.jpeg,55
./task1/train_data/images/unlabeled/7898.jpeg,74
./task1/train_data/images/unlabeled/7899.jpeg,87
./task1/train_data/images/unlabeled/7900.jpeg,2
./task1/train_data/images/unlabeled/7902.jpeg,84
./task1/train_data/images/unlabeled/7903.jpeg,9
./task1/train_data/images/unlabeled/7904.jpeg,27
./task1/train_data/images/unlabeled/7905.jpeg,90
./task1/train_data/images/unlabeled/7906.jpeg,86
./task1/train_data/images/unlabeled/7907.jpeg,90
./task1/train_data/images/unlabeled/7908.jpeg,56
./task1/train_data/images/unlabeled/7910.jpeg,44
./task1/train_data/images/unlabeled/7911.jpeg,40
./task1/train_data/images/unlabeled/7912.jpeg,18
./task1/train_data/images/unlabeled/7913.jpeg,38
./task1/train_data/images/unlabeled/7914.jpeg,97
./task1/train_data/images/unlabeled/7915.jpeg,33
./task1/train_data/images/unlabeled/7916.jpeg,49
./task1/train_data/images/unlabeled/7917.jpeg,45
./task1/train_data/images/unlabeled/7918.jpeg,47
./task1/train_data/images/unlabeled/7919.jpeg,98
./task1/train_data/images/unlabeled/7922.jpeg,30
./task1/train_data/images/unlabeled/7923.jpeg,6
./task1/train_data/images/unlabeled/7926.jpeg,77
./task1/train_data/images/unlabeled/7927.jpeg,90
./task1/train_data/images/unlabeled/7928.jpeg,67
./task1/train_data/images/unlabeled/7929.jpeg,81
./task1/train_data/images/unlabeled/7930.jpeg,10
./task1/train_data/images/unlabeled/7931.jpeg,38
./task1/train_data/images/unlabeled/7932.jpeg,16
./task1/train_data/images/unlabeled/7933.jpeg,75
./task1/train_data/images/unlabeled/7938.jpeg,68
./task1/train_data/images/unlabeled/7940.jpeg,74
